[LOGGING],1,2,3,4
DATETIME[YYYY/MM/DD hh:mm:ss.s],STRING[20],STRING[2],LONG[DEC.0],SHORT[DEC.0]
TIME,Code model ,Judge,VaccumAct,VaccumSpec
2023/11/10 15:36:45.9,,OK,0,0
2023/11/10 15:37:26.9,,OK,0,0
2023/11/10 15:37:53.9,,OK,0,0
2023/11/10 15:38:15.1,,OK,0,0
2023/11/10 15:38:37.8,,OK,0,0
2023/11/10 15:39:08.9,,OK,0,0
2023/11/10 15:39:28.5,,OK,0,0
2023/11/10 15:39:55.4,,OK,0,0
2023/11/10 15:40:23.3,,OK,0,0
2023/11/10 15:40:48.0,,OK,0,0
2023/11/10 15:41:13.2,,OK,0,0
2023/11/10 15:41:42.4,,OK,0,0
2023/11/10 15:42:08.6,,OK,0,0
2023/11/10 15:42:46.2,,OK,0,0
2023/11/10 15:43:06.0,,OK,0,0
2023/11/10 15:43:30.4,,OK,0,0
2023/11/10 15:43:59.0,,OK,0,0
2023/11/10 15:44:21.5,,OK,0,0
2023/11/10 15:44:47.2,,NG,0,0
2023/11/10 15:45:11.3,,OK,0,0
2023/11/10 15:45:39.6,,OK,0,0
2023/11/10 15:46:03.5,,OK,0,0
2023/11/10 15:46:29.3,,OK,0,0
2023/11/10 15:46:56.8,,OK,0,0
2023/11/10 15:47:26.6,,OK,0,0
2023/11/10 15:48:19.2,,OK,0,0
2023/11/10 15:48:57.9,,OK,0,0
2023/11/10 15:49:17.3,,OK,0,0
2023/11/10 15:49:46.9,,OK,0,0
2023/11/10 15:50:09.9,,OK,0,0
2023/11/10 15:50:37.3,,OK,0,0
2023/11/10 15:51:01.4,,OK,0,0
2023/11/10 15:51:26.9,,OK,0,0
2023/11/10 15:52:15.2,,OK,0,0
2023/11/10 15:52:41.0,,OK,0,0
2023/11/10 15:53:03.6,,OK,0,0
2023/11/10 15:53:27.8,,OK,0,0
2023/11/10 15:54:16.3,,OK,0,0
2023/11/10 15:55:10.1,,OK,0,0
2023/11/10 15:55:36.8,,OK,0,0
2023/11/10 15:56:07.4,,OK,0,0
2023/11/10 15:56:30.6,,OK,0,0
2023/11/10 15:56:59.3,,OK,0,0
2023/11/10 15:57:22.3,,OK,0,0
2023/11/10 15:58:10.0,,NG,0,0
2023/11/10 15:58:41.8,,NG,0,0
2023/11/10 15:59:06.4,,OK,0,0
2023/11/10 16:00:12.0,,OK,0,0
2023/11/10 16:11:09.3,,OK,0,0
2023/11/10 16:11:38.0,,OK,0,0
2023/11/10 16:12:05.2,,OK,0,0
2023/11/10 16:12:30.2,,OK,0,0
2023/11/10 16:12:55.5,,OK,0,0
2023/11/10 16:13:27.2,,OK,0,0
2023/11/10 16:13:55.9,,OK,0,0
2023/11/10 16:14:47.7,,OK,0,0
2023/11/10 16:15:11.9,,OK,0,0
2023/11/10 16:15:34.9,,OK,0,0
2023/11/10 16:16:01.8,,OK,0,0
2023/11/10 16:16:27.8,,OK,0,0
2023/11/10 16:19:28.8,,OK,0,0
2023/11/10 16:19:55.2,,OK,0,0
2023/11/10 16:20:20.5,,OK,0,0
2023/11/10 16:20:49.1,,OK,0,0
2023/11/10 16:21:16.3,,OK,0,0
2023/11/10 16:21:42.7,,OK,0,0
2023/11/10 16:22:09.1,,OK,0,0
2023/11/10 16:23:10.6,,OK,0,0
2023/11/10 16:23:38.7,,OK,0,0
2023/11/10 16:24:06.7,,OK,0,0
2023/11/10 16:24:31.2,,NG,0,0
2023/11/10 16:24:58.9,,OK,0,0
2023/11/10 16:25:20.9,,OK,0,0
2023/11/10 16:25:48.8,,OK,0,0
2023/11/10 16:29:29.7,,OK,0,0
2023/11/10 16:29:58.1,,OK,0,0
2023/11/10 16:30:36.1,,OK,0,0
2023/11/10 16:31:04.1,,OK,0,0
2023/11/10 16:31:29.4,,OK,0,0
2023/11/10 16:32:00.8,,OK,0,0
2023/11/10 16:32:22.1,,OK,0,0
2023/11/10 16:32:46.2,,OK,0,0
2023/11/10 16:33:09.6,,OK,0,0
2023/11/10 16:33:39.0,,OK,0,0
2023/11/10 16:34:05.5,,OK,0,0
2023/11/10 16:34:28.7,,NG,0,0
2023/11/10 16:34:52.5,,OK,0,0
2023/11/10 16:35:18.8,,OK,0,0
2023/11/10 16:35:44.0,,OK,0,0
2023/11/10 16:36:11.4,,OK,0,0
2023/11/10 16:36:35.6,,OK,0,0
2023/11/10 16:37:08.7,,OK,0,0
2023/11/10 16:37:30.4,,OK,0,0
2023/11/10 16:38:06.1,,OK,0,0
2023/11/10 16:38:27.8,,OK,0,0
2023/11/10 16:38:52.7,,OK,0,0
2023/11/10 16:39:17.4,,NG,0,0
2023/11/10 16:39:46.4,,OK,0,0
2023/11/10 16:40:13.8,,OK,0,0
2023/11/10 16:40:37.4,,OK,0,0
2023/11/10 16:41:03.4,,OK,0,0
2023/11/10 16:41:30.2,,OK,0,0
2023/11/10 16:42:10.3,,OK,0,0
2023/11/10 16:42:33.9,,OK,0,0
2023/11/10 16:43:00.8,,OK,0,0
2023/11/10 16:43:32.0,,OK,0,0
2023/11/10 16:44:36.6,,OK,0,0
2023/11/10 16:44:56.3,,OK,0,0
2023/11/10 16:45:21.3,,OK,0,0
2023/11/10 16:45:50.7,,OK,0,0
2023/11/10 16:46:16.7,,OK,0,0
2023/11/10 16:46:42.0,,OK,0,0
2023/11/10 16:47:05.8,,OK,0,0
2023/11/10 16:47:29.1,,OK,0,0
2023/11/10 16:47:54.5,,OK,0,0
2023/11/10 16:48:27.5,,OK,0,0
2023/11/10 16:48:51.0,,OK,0,0
2023/11/10 16:49:16.4,,OK,0,0
2023/11/10 16:49:44.2,,OK,0,0
2023/11/10 16:50:13.8,,OK,0,0
2023/11/10 16:50:41.6,,OK,0,0
2023/11/10 16:51:12.5,,OK,0,0
2023/11/10 16:52:06.2,,NG,0,0
2023/11/10 16:52:36.7,,OK,0,0
2023/11/10 16:52:59.0,,OK,0,0
2023/11/10 16:53:25.3,,OK,0,0
2023/11/10 16:53:49.9,,OK,0,0
2023/11/10 16:54:17.9,,OK,0,0
2023/11/10 16:54:46.0,,OK,0,0
2023/11/10 16:55:11.1,,OK,0,0
2023/11/10 16:55:38.3,,OK,0,0
2023/11/10 16:56:34.7,,OK,0,0
2023/11/10 16:56:58.0,,OK,0,0
2023/11/10 16:57:18.3,,OK,0,0
2023/11/10 16:57:45.2,,OK,0,0
2023/11/10 16:58:10.5,,OK,0,0
2023/11/10 16:59:05.0,,OK,0,0
2023/11/10 16:59:31.3,,OK,0,0
2023/11/10 16:59:52.9,,OK,0,0
2023/11/10 17:00:17.4,,NG,0,0
2023/11/10 17:00:42.0,,OK,0,0
2023/11/10 17:01:11.9,,OK,0,0
2023/11/10 17:01:43.9,,OK,0,0
2023/11/10 17:02:13.2,,OK,0,0
2023/11/10 17:02:43.4,,OK,0,0
2023/11/10 17:03:11.3,,OK,0,0
2023/11/10 17:03:31.1,,OK,0,0
2023/11/10 17:03:54.4,,OK,0,0
2023/11/10 17:04:21.7,,NG,0,0
2023/11/10 17:04:49.3,,NG,0,0
2023/11/10 17:05:12.3,,OK,0,0
2023/11/10 17:05:39.3,,OK,0,0
2023/11/10 17:06:12.9,,OK,0,0
2023/11/10 17:06:32.3,,OK,0,0
2023/11/10 17:06:59.9,,OK,0,0
2023/11/10 17:07:27.3,,OK,0,0
2023/11/10 17:08:03.8,,OK,0,0
2023/11/10 17:08:23.5,,OK,0,0
2023/11/10 17:08:51.8,,OK,0,0
2023/11/10 17:09:20.7,,OK,0,0
2023/11/10 17:09:44.7,,OK,0,0
2023/11/10 17:10:10.6,,OK,0,0
2023/11/10 17:10:47.9,,OK,0,0
2023/11/10 17:11:14.4,,OK,0,0
2023/11/10 17:11:41.7,,OK,0,0
2023/11/10 17:12:12.9,,OK,0,0
2023/11/10 17:12:32.6,,OK,0,0
2023/11/10 17:13:21.4,,OK,0,0
2023/11/10 17:13:47.0,,OK,0,0
2023/11/10 17:14:14.1,,OK,0,0
2023/11/10 17:14:52.2,,OK,0,0
2023/11/10 17:15:17.3,,OK,0,0
2023/11/10 17:15:55.1,,OK,0,0
2023/11/10 17:16:23.0,,OK,0,0
2023/11/10 17:17:02.0,,NG,0,0
2023/11/10 17:17:28.9,,OK,0,0
2023/11/10 17:17:55.6,,OK,0,0
2023/11/10 17:18:36.5,,OK,0,0
2023/11/10 17:19:01.7,,OK,0,0
2023/11/10 17:19:28.7,,OK,0,0
2023/11/10 17:19:54.1,,OK,0,0
2023/11/10 17:20:21.7,,OK,0,0
