DateTime,Model,InternalSerial,Total,VitSidePhai,VitSideTrai,Hookpan,PWE,VitPWE,InPadComp,ClampPipe,VitClampPipe,BoxPCB,VitBoxPCB,ChotComp,BanhXePhai,BanhXeTrai,CapPipe,RubberPipe,InsPadComp,DayNoiDat,VitDayNoiDatSidePhai,WiringDiagram,CoverComp,VitCoverComp,Hanger
,NR-BV280XSPH,3Y00195,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,,,
