DateTime,Model,InternalSerial,Total,VitSidePhai,VitSideTrai,Hookpan,PWE,VitPWE,InPadComp,ClampPipe,VitClampPipe,BoxPCB,VitBoxPCB,ChotComp,BanhXePhai,BanhXeTrai,CapPipe,RubberPipe,InsPadComp,DayNoiDat,VitDayNoiDatSidePhai,WiringDiagram,CoverComp,VitCoverComp,Hanger
2023_12_14_01_33_29,NR-BV281BGMV,3Z01771,0,0,0,,0,0,,0,0,0,0,,,,,,,0,0,0,,,
